,item_skey,item_number,item_description,item_category
231,9626,1173257,"Desogestrel Related Compound B (25 mg) (13-Ethyl-3-hydroxy-11-methylene-18,19-dinor-17alpha-pregn-4-en-20-yn-17-ol)",Impurity
232,9147,1173235,Desogestrel (100 mg),Active Pharmaceutical Ingredients
233,12150,1604632,"Risedronate Related Compound B (20 mg) ([3,6-bis[(3-pyridinyl)methyl]-2,5-dihydroxy-2,5-dioxido-1,4,2,5-dioxadiphosphorinane-3,6-diyl]bis[phosphonic acid] disodium tetrahydrate salt)",Impurity
234,11192,1134357,Cisplatin (100 mg),Active Pharmaceutical Ingredients
235,10097,1269469,"Fenoldopam Related Compound A (20 mg) (N-Methyl-6-chloro-2,3,4,5-tetrahydro-1-(4-hydroxyphenyl)-1H-3-benzazepine-7,8-diol hydrochloride)",Impurity
236,11943,1150513,"Cromolyn Related Compound A (25 mg) (1,3-bis(2-acetyl-3-hydroxyphenoxy) propan-2-ol)",Impurity
237,14340,1041915,"Aprepitant Related Compound A (10 mg) (3-[[(2R,3R)-2-[(R)-1-[3,5-Bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholino]methyl]-1H-1,2,4-triazol-5(4H)-one)",Impurity
238,14888,1041992,"Desfluoro Aprepitant (15 mg) (5-{[(2R,3S)-2-{(R)-1-[3,5-Bis(trifluoromethyl)phenyl]ethoxy}-3-phenylmorpholino]methyl}-2H-1,2,4-triazol-3(4H)-one)",Impurity
239,13385,1041904,Aprepitant (150 mg),Active Pharmaceutical Ingredients
240,7984,1457491,Naratriptan Resolution Mixture (20 mg),System Suitability
241,17441,1463360,"Nicotine Related Compound E (20 mg) ((1RS,2S)-1-methyl-2-(pyridin-3-yl)pyrrolidine 1-oxide oxalate)",Impurity
242,19465,1463326,"Nicotine Related Compound A (20 mg) (1,2,3,6-tetrahydro-2,3'-bipyridine)",Impurity
243,6889,1351005,Isoproterenol Hydrochloride (125 mg),Active Pharmaceutical Ingredients
244,6623,1097636,Cefepime Hydrochloride (500 mg),Active Pharmaceutical Ingredients
245,95873,1424112,Methyl Besylate,Impurity
246,11407,1649007,Testosterone Propionate CIII (200 mg),Active Pharmaceutical Ingredients
247,10767,1445200,Mitoxantrone Hydrochloride (400 mg),Active Pharmaceutical Ingredients
248,8371,1000612,Acebutolol Related Compound A (20 mg) (N-(3-Acetyl-4-hydroxyphenyl)butyramide),Impurity
249,1419,1457924,"Nefazodone Related Compound B (25 mg) (2-[3-[4-(4-chlorophenyl)-1-piperazinyl]propyl]-5-ethyl-2,4-dihydro-4-(2-phenoxyethyl)-3H-1,2,4-triazol-3-one hydrochloride)",Impurity
250,10904,1604803,Ritonavir (200 mg),Active Pharmaceutical Ingredients
251,12534,1612029,Sennoside B (20 mg),Dietary Supplements
252,11048,1612007,Sennosides (500 mg),Dietary Supplements
253,19437,1035708,"Anhydrotetracycline Hydrochloride (25 mg) ((4S ,4aS ,12aS )-4-(Dimethylamino)-3,10,11,12a-tetrahydroxy-6-methyl-1,12-dioxo-1,4,4a,5,12,12a-hexahydrotetracene-2-carboxamide monohydrochloride)",Impurity
254,6891,1237509,Epitetracycline Hydrochloride (250 mg) (INTERNATIONAL COLD CHAIN SHIPMENT REQUIRED),Active Pharmaceutical Ingredients
255,6625,1376006,Mecamylamine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
256,6403,1086200,Calcitonin Salmon (40 mg) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
257,6284,1256004,Ethacrynic Acid (200 mg),Active Pharmaceutical Ingredients
258,11006,1288306,Ganciclovir (200 mg),Active Pharmaceutical Ingredients
259,8482,1494057,Pancreatin Amylase and Protease (2 g) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
260,88517,1069095,Betamethasone Valerate System Suitability Mixture,System Suitability
261,11505,1146006,Colchicine (350 mg),Dietary Supplements
262,11265,1623637,Sucrose (100 mg),General Chapters
263,11975,1568051,"Proguanil Related Compound C (25 mg) (1,5-bis(4-chlorophenyl)biguanide hydrochloride)",Impurity
264,14892,1568028,Proguanil Related Compound A (25 mg) (1-cyano-3-isopropylguanidine),Impurity
265,17621,1468465,"Norelgestromin Related Compound A (15 mg) (13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-5(6)-en-20-yn-3-one oxime)",Impurity
266,17369,1134131,Cisatracurium Besylate System Suitability Mixture (20 mg),System Suitability
267,3773,1011007,Acitretin (200 mg),Active Pharmaceutical Ingredients
268,18260,1086833,Calcium Gluconate Monohydrate (200 mg) (Calcium D-Gluconate Monohydrate),Dietary Supplements
269,6149,1711100,"Vasopressin (1.68 mg) (Vasopressin, 8-L-arginine) (COLD SHIPMENT REQUIRED)",Product Specific Reference Standard
270,97873,1570519,Propantheline Related Compound A,Impurity
271,11888,1720000,Xanthanoic Acid (100 mg),Impurity
272,9578,1374601,Malic Acid (500 mg),Dietary Supplements
273,11049,1612506,L-Serine (200 mg),Dietary Supplements
274,6587,1371501,L-Lysine Acetate (200 mg),Dietary Supplements
275,13954,1247003,Erythromycin Lactobionate (200 mg),Product Specific Reference Standard
276,14984,1225215,Dopamine Related Compound A (30 mg) (5-(2-Aminoethyl)-2-methoxyphenol),Impurity
277,6425,1580002,Protriptyline Hydrochloride (200 mg),Active Pharmaceutical Ingredients
278,2758,1249905,Estazolam CIV (100 mg),Active Pharmaceutical Ingredients
279,82173,1340086,Indole (25 mg),Impurity
280,75090,1069914,Betaxolol Related Compound A (20 mg) (1-(4-Ethylphenoxy)-3-(isopropylamino)propan-2-ol),Impurity
281,16192,1140429,"Clonidine Related Compound B (25 mg) (2-[(E)-2,6-dichlorophenylimino]-1-(1-{2-[(E)-2,6-dichlorophenylimino]-imidazolidin-1-yl}-ethyl)-imidazolidine)",Impurity
282,9095,1213103,Dinoprostone (125 mg) (COLD SHIPMENT REQUIRED),Active Pharmaceutical Ingredients
283,11334,1162308,Dacarbazine (125 mg),Active Pharmaceutical Ingredients
284,11506,1146505,Colestipol Hydrochloride (200 mg),Active Pharmaceutical Ingredients
285,14393,1218027,"Diphenhydramine Related Compound B (20 mg) (3-(benzhydryloxy)propane-1,2-diol)",Impurity
286,5983,1492801,Pamidronate Disodium (100 mg),Active Pharmaceutical Ingredients
287,3008,1724747,Zinc Oxide (200 mg),Active Pharmaceutical Ingredients
288,11373,1098107,Cefoxitin (500 mg),Active Pharmaceutical Ingredients
289,14518,1648004,Testosterone Enanthate CIII (200 mg),Active Pharmaceutical Ingredients
290,7936,1443409,Miconazole (200 mg),Active Pharmaceutical Ingredients
291,11364,1270719,Flavoxate Related Compound A (25 mg) (3-methylflavone-8-carboxylic acid),Impurity
292,14307,1342300,Insulin Pork (50 mg) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
293,8313,1142005,Cloxacillin Sodium (200 mg),Active Pharmaceutical Ingredients
294,35526,1354411,Ixabepilone System Suitability Mixture (10 mg),System Suitability
295,16677,1228530,Dronedarone Hydrochloride (125 mg),Active Pharmaceutical Ingredients
296,7986,1517006,Phenelzine Sulfate (200 mg),Active Pharmaceutical Ingredients
297,9685,1714506,Vinorelbine Tartrate (200 mg) (COLD SHIPMENT REQUIRED),Active Pharmaceutical Ingredients
298,10082,1494217,Pancuronium Bromide (500 mg),Active Pharmaceutical Ingredients
299,12163,1711177,"Vecuronium Bromide Related Compound B (15 mg) (Piperidinium, 1-[(2beta, 3alpha, 5alpha, 16beta, 17beta)-3-acetyloxy-17-hydroxy-2-(1-piperidinyl)androstan-16-yl]-1-methyl bromide)",Impurity
300,7643,1614589,Sodium Picosulfate Related Compound A (20 mg) (Sodium 4-((4-hydroxyphenyl)(pyridin-2-yl)methyl)phenyl sulfate),Impurity
301,3991,1724769,Zinc Sulfate (1 g),Healthcare Quality & Safety
302,80657,1288645,"Gemifloxacin Related Compound C (15 mg) (7-[3-(Aminomethyl)-4-oxopyrrolidin-1-yl]-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid monomethanesulfonate)",Impurity
303,6979,1026401,Aminosalicylic Acid (125 mg),Active Pharmaceutical Ingredients
304,8585,1046409,"Open Ring Aztreonam (10 mg) ((2S,3S)-2-{(Z)-2-[2-Aminothiazol-4-yl]-2-[2-carboxypropan-2-yloxyimino]acetamido}-3-(sulfoamino)butanoic acid)",System Suitability
305,14464,1046307,Aztreonam E-Isomer (15 mg),Impurity
306,9453,1330005,Hypromellose (250 mg),Excipients
307,87252,1261117,Ethisterone (50 mg),Active Pharmaceutical Ingredients
308,8362,1162501,Danazol (200 mg),Active Pharmaceutical Ingredients
309,1859,1673012,"Travoprost Related Compound A (1.5 mL) ((Z)-7-((1R,2R,3R,5S)-3,5-Dihydroxy-2-{(R,E)-3-hydroxy-4-[3-(trifluoromethyl)phenoxy]but-1-enyl}cyclopentyl)hept-5-enoic acid) (COLD SHIPMENT REQUIRED)",Impurity
310,14412,1698002,Tromethamine (125 mg),Active Pharmaceutical Ingredients
311,9346,1354003,Isoxsuprine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
312,10486,1685000,Trifluoperazine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
313,76933,1067760,"Betamethasone Dipropionate Related Compound F (30 mg) (9,11Beta-Epoxy-16Beta-methyl-3,20-dioxopregna-1,4-diene-17,21-diyl dipropionate)",Impurity
314,9725,1361010,"Levodopa Related Compound A (50 mg) (3-(2,4,5-Trihydroxyphenyl)-L-alanine) (COLD SHIPMENT REQUIRED)",Impurity
315,6528,1264501,Ethotoin (500 mg),Active Pharmaceutical Ingredients
316,98585,1138223,Clioquinol Related Compound B,Impurity
317,16392,1365065,Levothyroxine Sodium (50 mg),Active Pharmaceutical Ingredients
318,40573,1044254,Atenolol Related Compound A (50 mg) (2-(4-Hydroxyphenyl)acetamide),Impurity
319,61909,1561020,Prilocaine Related Compound B (50 mg) ((RS)-N-(4-methylphenyl)-2-(propylamino)propanamide),Impurity
320,7570,1605512,"Ropivacaine Related Compound A (25 mg) (2,6-dimethylaniline hydrochloride)",Impurity
321,12751,1500240,"Paroxetine Related Compound C (30 mg) ((3R,4S)-3-[(Benzodioxol-5-yloxy)methyl]-4-(4-fluorophenyl)piperidine hydrochloride) OR ((+)-trans-Paroxetine hydrochloride)",Impurity
322,10334,1441232,Metoprolol Related Compound A (20 mg) ((+/-)1-(ethylamino)-3-[4-(2-methoxyethyl)phenoxy]-propan-2-ol),Impurity
323,6689,1078336,Bumetanide Related Compound B (25 mg) (3-Nitro-4-phenoxy-5-sulfamoylbenzoic Acid),Impurity
324,10535,1082901,Butyl 3-(butylamino)-4-phenoxy-5-sulfamoylbenzoate (25 mg),Impurity
325,15439,1029567,"Amlodipine Related Compound F (25 mg) (Dimethyl 2-[(2-aminoethoxy)methyl]-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate)",Impurity
326,15338,1029523,Amlodipine Related Compound B,Impurity
327,8742,1285895,"Fluticasone Propionate System Suitability Mixture (25 mg) (Fluticasone Propionate and Fluticasone Propionate Related Compounds B, C and D)",System Suitability
328,6772,1285884,Fluticasone Propionate Resolution Mixture (25 mg),System Suitability
329,14429,1015008,Alprazolam CIV (200 mg),Active Pharmaceutical Ingredients
330,10967,1632004,Sulfanilamide (5 g),Impurity
331,10927,1046056,Azithromycin (200 mg),Active Pharmaceutical Ingredients
332,56059,1046045,Azithromycin Related Compound F (25 mg) (3'-N-demethyl-3'-N-formylazithromycin),Impurity
333,10940,1432005,Methylparaben (125 mg),Excipients
334,26008,1707792,"Ursodiol Related Compound H (25 mg) (3Beta, 7Beta-Dihydroxy-5Beta-cholan-24-oic acid)",Impurity
335,1763,1225463,"Doxazosin Related Compound D (20 mg) (1,4-benzodioxane-2-carboxylic acid)",Impurity
336,9247,1057507,"Benzothiadiazine Related Compound A (100 mg) (4-Amino-6-chloro-1,3-benzenedisulfonamide)",Impurity
337,91060,1379291,Melphalan,Active Pharmaceutical Ingredients
338,14067,1417113,Indomethacin Related Compound A (25 mg) (2-(5-methoxy-2-methyl-1H-indol-3-yl)acetic acid),Impurity
339,8521,1445470,Mometasone Furoate (200 mg),Active Pharmaceutical Ingredients
340,10751,1176007,Dexamethasone (125 mg),Active Pharmaceutical Ingredients
341,11722,1069018,"Betamethasone Valerate Related Compound A (50 mg) (9-Fluoro-11beta,17-dihydroxy-16beta-methyl-3,20-dioxopregna-1,4-diene-21-yl valerate)",Impurity
342,9791,1667916,"Tizanidine Related Compound A (50 mg) (4-amino-5-chloro-2,1,3-benzothiadiazole)",Impurity
343,92225,1225175,Donepezil  quaternary salt,Impurity
344,17464,1226036,Doxycycline Related Compound C,Impurity
345,9944,1612539,Sertraline Hydrochloride (100 mg),Active Pharmaceutical Ingredients
346,16289,1612517,"Sertraline Hydrochloride Racemic Mixture (30 mg) ((1RS,4RS)-4-(3,4-Dichlorophenyl)-N-methyl-1,2,3,4-tetrahydro-1-naphthylamine hydrochloride)",Impurity
347,13375,1229828,Duloxetine Related Compound A (10 mg) ((R)-N-Methyl-3-(naphthalen-1-yloxy)-3-(thiophen-2-yl)propan-1-amine hydrochloride),Impurity
348,12153,1031547,"Amoxicillin Related Compound D (50 mg) ((4S)-2-{[(R)-2-amino-2-(4-hydroxyphenyl)acetamido](carboxy)methyl}-5,5-dimethylthiazolidine-4-carboxylic acid, monosodium salt)",Impurity
349,8934,1242010,Erythromycin B (100 mg),Active Pharmaceutical Ingredients
350,17230,1140270,"Clomipramine Related Compound D (15 mg) (3-(3,7-Dichloro-10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine hydrochloride)",Impurity
351,1853,1375025,Maltose Monohydrate (500 mg),Excipients
352,16317,1375047,Maltotriose (500 mg),Excipients
353,9248,1061901,Benzyl Alcohol (500 mg/ampule),Excipients
354,4828,1724918,"Zolpidem Related Compound A (15 mg) (N,N-Dimethyl-2-[7-methyl-2-p-tolylimidazo[1,2-a]pyridin-3-yl]acetamide)",Impurity
355,11307,1472000,Norgestrel (125 mg),Active Pharmaceutical Ingredients
356,9941,1711202,Verapamil Hydrochloride (200 mg),Active Pharmaceutical Ingredients
357,14273,1304016,Heparin Sodium for Assays (9.5 mg) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
358,6271,1287722,Galactosamine Hydrochloride (50 mg),Product Specific Reference Standard
359,1888,1448912,Mupirocin Calcium (200 mg),Active Pharmaceutical Ingredients
360,11311,1448901,Mupirocin (50 mg),Active Pharmaceutical Ingredients
361,10086,1478593,"Ondansetron Related Compound A (50 mg) (3[(Dimethylamino)methyl]-1,2,3,9-tetrahydro-9-methyl-4H-carbazol-4-one hydrochloride)",Impurity
362,6179,1286005,Folic Acid (500 mg) (Vitamin M or Vitamin Bc),Dietary Supplements
363,11369,1097975,Cefotetan (500 mg),Active Pharmaceutical Ingredients
364,11595,1154503,Cyclobenzaprine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
365,11944,1029002,Amitriptyline Hydrochloride (200 mg),Active Pharmaceutical Ingredients
366,10753,1134335,Ciprofloxacin Hydrochloride (400 mg),Active Pharmaceutical Ingredients
367,37072,1021011,Aminocaproic Acid Related Compound A,Impurity
368,37002,1021022,Aminocaproic Acid Related Compound B,Impurity
369,10763,1437009,Methylprednisolone Hemisuccinate (250 mg),Active Pharmaceutical Ingredients
370,39596,1435036,"Methylprednisolone Related Compound C (25 mg) (11beta-Hydroxy-6alpha-methylandrosta-1,4-diene-3,17-dione)",Impurity
371,7569,1605523,"Ropivacaine Related Compound B (50 mg) ((R)-N-(2,6-Dimethylphenyl)-1-propylpiperidine-2-carboxamide hydrochloride monohydrate)",Impurity
372,12973,1134222,Citalopram Related Compound H (25 mg) (1-(4'-fluorophenyl)-1-(3-dimethylaminopropyl)-5-bromophthalane hydrobromide),Impurity
373,8071,1134299,"Citalopram Related Compound F (200 mg) (dimethyl-(1-methyl-3,3-diphenyl-allyl)-amine hydrochloride)",Impurity
374,11496,1482207,Oxaprozin (200 mg),Active Pharmaceutical Ingredients
375,14709,1642857,"Tacrolimus System Suitability Mixture (10 mg) (A mixture consisting of tacrolimus, ascomycin and tacrolimus 8-propyl analog)",System Suitability
376,13490,1642824,Tacrolimus 8-epimer (15 mg) (See USP Certificate for full Chemical Name),Impurity
377,15908,1396149,Metaxalone (200 mg),Active Pharmaceutical Ingredients
378,17537,1396168,"Metaxalone Related Compound B (25 mg) (1-amino-3-(3,5-dimethylphenoxy)propan-2-ol)",Impurity
379,14363,1042929,Articaine Related Compound A (40 mg) (Methyl 4-methyl-3-[2-(propylamino)acetamido]thiophene-2-carboxylate),Impurity
380,53809,1287369,Gabapentin Related Compound E (25 mg) (carboxymethyl-cyclohexanecarboxylic acid),Impurity
381,12297,1134142,R-Citalopram Oxalate (10 mg) ((R)-1-[3-(Dimethylamino)propyl]-1-(p-fluorophenyl)-5-phthalancarbonitrile oxalate),System Suitability
382,33252,1711029,Vardenafil System Suitability (20 mg),System Suitability
383,12767,1140586,"Clopidogrel Related Compound A (20 mg) ((+)-(S)-(o-chlorophenyl)-6,7-dihydrothieno[3,2-c]pyridine-5(4H)-acetic acid, hydrochloride)",Impurity
384,9506,1333058,Hydroxyzine Related Compound A (25 mg) (1-[(4-Chlorophenyl)phenylmethyl]piperazine),Impurity
385,74704,1528512,Phentermine Related Compound A (30 mg) (N-(2-Methyl-1-phenylpropan-2-yl)formamide),Impurity
386,10832,1539009,Pilocarpine Nitrate (200 mg),Active Pharmaceutical Ingredients
387,93676,1612605,Silver Nitrate,Active Pharmaceutical Ingredients
388,11085,1598700,"Ranitidine Related Compound C (50 mg) (N-[2-[[[5-[(dimethylamino)methyl]-2-furanyl]methyl]sulfinyl]ethyl]-N-methyl-2-nitro-1,1-ethenediamine)",Impurity
389,14391,1592715,"Quetiapine System Suitability (25 mg) (Mixture contains Quetiapine Fumarate and about 1% each of Quetiapine Related Compound B, Quetiapine Related Compound G and Quetiapine Desethoxy)",System Suitability
390,36344,1087847,"Candesartan Cilexetil Related Compound D (10 mg) (1-{[(Cyclohexyloxy)carbonyl]oxy}ethyl 3-({2'-(2-ethyl-2H-tetrazol-5-yl)-[1,1'-biphenyl]-4-yl}methyl)-2-oxo-2,3-dihydro-1H-benzimidazole-4-carboxylate)",Impurity
391,19556,1087870,Candesartan Cilexetil Related Compound G (10 mg) (1-{[2'-(1H-Tetrazol-5-yl)biphenyl-4-yl]methyl}-2-ethoxybenzimidazole-7-carboxylic acid),Impurity
392,10790,1446859,Montelukast Sodium (50 mg),Active Pharmaceutical Ingredients
393,8095,1485103,Oxybutynin Chloride (200 mg),Active Pharmaceutical Ingredients
394,14003,1180004,Dextroamphetamine Sulfate CII (500 mg),Active Pharmaceutical Ingredients
395,9828,1180026,Dextroamphetamine Related Compound B CII (25 mg) (Phenyl acetone),Impurity
396,6742,1383001,Meperidine Hydrochloride CII (200 mg),Active Pharmaceutical Ingredients
397,16790,1078722,Buprenorphine System Suitability Mixture CII (50 mg) (Mixture of Buprenorphine and about 0.5% of Ethenobuprenorphine),System Suitability
398,10466,1023403,Diazepam Related Compound B (25 mg) (3-Amino-6-chloro-1-methyl-4-phenylcarbostyril),Impurity
399,11667,1424109,Methyl Alcohol (3 x 1.5 mL),Food Ingredients
400,12464,1012768,Alcohol (1.2 mL/ampule; 5 ampules),Excipients
401,13218,1598042,Rabeprazole Related Compound C (25 mg) (1H-Benzimidazole-2-thiol),Impurity
402,11472,1033203,Ampicillin Sodium (125 mg),Active Pharmaceutical Ingredients
403,10641,1086403,Calcium Carbonate (1 g),Other Compendial Uses
404,39717,1535960,1-Phthalazinone,Impurity
405,14469,1144000,Codeine Phosphate CII (100 mg),Active Pharmaceutical Ingredients
406,9146,1173202,Desmopressin Acetate (1.75 mg) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
407,62670,1379172,Megestrol Acetate Related Compound H (20 mg),Impurity
408,66989,1379128,"Megestrol Acetate Related Compound C (20 mg) (6,17a-beta-Dimethyl-3,17-dioxo-17a-homoandrosta-4,6-diene-17a-alpha-yl acetate)",Impurity
409,13803,1097126,"Cefadroxil Related Compound B (25 mg) ((6R,7R)-7-amino-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid)",Impurity
410,11643,1098231,"Cefuroxime Axetil Delta-3-Isomers (10 mg) ((1RS,6R,7R)-1-Acetoxyethyl 3-[(carbamoyloxy)methyl]-7-[(Z)-2-(furan-2-yl)-2-(methoxyimino)acetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-3-ene-2-carboxylate)",Impurity
411,6151,1003009,Acetaminophen (400 mg),Active Pharmaceutical Ingredients
412,15096,1003031,Acetaminophen Related Compound C (50 mg) (N-(2-hydroxyphenyl)acetamide),Impurity
413,14993,1003100,Acetaminophen Related Compound J (50 mg) (N-(4-chlorophenyl)acetamide),Impurity
414,72359,1453049,"Naloxone Related Compound D CII (25 mg) (4,5alpha-Epoxy-3,14-dihydroxy-17-(prop-2-enyl)morphinan-7-ene-6-one)",Impurity
415,8209,1234307,"Eicosapentaenoic Acid Ethyl Ester (500 mg) (All-cis-5,8,11,14,17-Eicosapentaenoic acid ethyl ester)",Dietary Supplements
416,14208,1680030,"Triamterene Related Compound C (50 mg) (2,4-diamino-7-hydroxy-6-phenylpteridine)",Impurity
417,10470,1724500,Zidovudine (400 mg),Active Pharmaceutical Ingredients
418,5708,1096622,Carvedilol (200 mg),Active Pharmaceutical Ingredients
419,8776,1096644,"Carvedilol Related Compound B (15 mg) (3,3'-(2-(2-methoxyphenoxy)ethylazanediyl)bis(1-(9H-carbazol-4-yloxy)propan-2-ol))",Impurity
420,16099,1279054,"Fluorouracil Related Compound E (25 mg) (5-Chloropyrimidine-2,4(1H,3H)-dione)",Impurity
421,14410,1696200,Trisalicylic Acid (100 mg),Impurity
422,10238,1642154,Sumatriptan (50 mg),Active Pharmaceutical Ingredients
423,14571,1140327,Clonazepam Related Compound A (25 mg) (3-Amino-4-(2-chlorophenyl)-6-nitrocarbostyril),Impurity
424,5629,1235944,"Entacapone Related Compound A (25 mg) ((Z)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylacrylamide)",Impurity
425,4538,1358809,"Levalbuterol Related Compound B (20 mg) (alpha-[{(1,1-Dimethylethyl)amino}methyl]-4-hydroxy-3-methyl-benzenemethanol)",Impurity
426,10501,1609024,Salicylic Acid Related Compound B (100 mg) (4-hydroxyisophthalic acid),Impurity
427,16816,1424084,9-Methylacridine (25 mg),Impurity
428,11060,1714007,Vincristine Sulfate (50 mg),Active Pharmaceutical Ingredients
429,11335,1479020,"Orphenadrine Related Compound B (20 mg) (N-Ethyl-N,N-dimethyl-2-[phenyl(o-tolyl)methoxy]ethanaminium chloride)",Impurity
